cat_name,images,rs_video,rs_text
texturedplain,TP 3004-ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3603_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3612_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3616_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3618_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3628_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3630_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3641_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3643_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3651_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3661_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3664_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3668_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3681_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3688_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3696_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3706_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
ashford,GE3715_ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5903 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5914 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5920 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5945 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5974 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5975 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
opal,JC5991 ROOMSHOT,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2835 95 01 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2835 95 01 ROOMSHOT 2,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2836 11 35 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2836 31 21 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2837 21 08 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2839 22 25 ROOMSHOT 2,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2839 31 17 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2840 01 33 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
chrome,CHR 2840 12 18 ROOMSHOT 1,https://www.youtube.com/embed/-TfqEIhI9sU,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating."
